lat,lng
38.396,-0.43999999999999995
38.396,-0.43599999999999994
38.396,-0.43199999999999994
38.396,-0.42799999999999994
38.396,-0.42399999999999993
38.396,-0.41999999999999993
38.396,-0.4159999999999999
38.396,-0.4119999999999999
38.396,-0.4079999999999999
38.396,-0.4039999999999999
38.396,-0.3999999999999999
38.396,-0.3959999999999999
38.396,-0.3919999999999999
38.399,-0.52
38.399,-0.516
38.399,-0.512
38.399,-0.508
38.399,-0.504
38.399,-0.5
38.399,-0.496
38.399,-0.492
38.399,-0.488
38.399,-0.484
38.399,-0.48
38.399,-0.476
38.399,-0.472
38.399,-0.46799999999999997
38.399,-0.46399999999999997
38.399,-0.45999999999999996
38.399,-0.45599999999999996
38.399,-0.45199999999999996
38.399,-0.44799999999999995
38.399,-0.44399999999999995
38.399,-0.43999999999999995
38.399,-0.43599999999999994
38.399,-0.43199999999999994
38.399,-0.42799999999999994
38.399,-0.42399999999999993
38.399,-0.41999999999999993
38.399,-0.4159999999999999
38.399,-0.4119999999999999
38.399,-0.4079999999999999
38.399,-0.4039999999999999
38.399,-0.3999999999999999
38.399,-0.3959999999999999
38.399,-0.3919999999999999
38.402,-0.52
38.402,-0.516
38.402,-0.512
38.402,-0.508
38.402,-0.504
38.402,-0.5
38.402,-0.496
38.402,-0.492
38.402,-0.488
38.402,-0.484
38.402,-0.48
38.402,-0.476
38.402,-0.472
38.402,-0.46799999999999997
38.402,-0.46399999999999997
38.402,-0.45999999999999996
38.402,-0.45599999999999996
38.402,-0.45199999999999996
38.402,-0.44799999999999995
38.402,-0.44399999999999995
38.402,-0.43999999999999995
38.402,-0.43599999999999994
38.402,-0.43199999999999994
38.402,-0.42799999999999994
38.402,-0.42399999999999993
38.402,-0.41999999999999993
38.402,-0.4159999999999999
38.402,-0.4119999999999999
38.402,-0.4079999999999999
38.402,-0.4039999999999999
38.402,-0.3999999999999999
38.402,-0.3959999999999999
38.402,-0.3919999999999999
38.405,-0.52
38.405,-0.516
38.405,-0.512
38.405,-0.508
38.405,-0.504
38.405,-0.5
38.405,-0.496
38.405,-0.492
38.405,-0.488
38.405,-0.484
38.405,-0.48
38.405,-0.476
38.405,-0.472
38.405,-0.46799999999999997
38.405,-0.46399999999999997
38.405,-0.45999999999999996
38.405,-0.45599999999999996
38.405,-0.45199999999999996
38.405,-0.44799999999999995
38.405,-0.44399999999999995
38.405,-0.43999999999999995
38.405,-0.43599999999999994
38.405,-0.43199999999999994
38.405,-0.42799999999999994
38.405,-0.42399999999999993
38.405,-0.41999999999999993
38.405,-0.4159999999999999
38.405,-0.4119999999999999
38.405,-0.4079999999999999
38.405,-0.4039999999999999
38.405,-0.3999999999999999
38.405,-0.3959999999999999
38.405,-0.3919999999999999
38.408,-0.52
38.408,-0.516
38.408,-0.512
38.408,-0.508
38.408,-0.504
38.408,-0.5
38.408,-0.496
38.408,-0.492
38.408,-0.488
38.408,-0.484
38.408,-0.48
38.408,-0.476
38.408,-0.472
38.408,-0.46799999999999997
38.408,-0.46399999999999997
38.408,-0.45999999999999996
38.408,-0.45599999999999996
38.408,-0.45199999999999996
38.408,-0.44799999999999995
38.408,-0.44399999999999995
38.408,-0.43999999999999995
38.408,-0.43599999999999994
38.408,-0.43199999999999994
38.408,-0.42799999999999994
38.408,-0.42399999999999993
38.408,-0.41999999999999993
38.408,-0.4159999999999999
38.408,-0.4119999999999999
38.408,-0.4079999999999999
38.408,-0.4039999999999999
